FID,CRN,course_num,campus,credits,course_name,course_type,building,room_num,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,start,end,Time,size,max_size,instructor,OBJECTID,BIN,FCODE,ADDRESS,BASE_ELEVA,APPROX_HGT,MAX_HGT,PARCEL_ID_,PARCEL_I_1,Shape__Are,Shape__Len,landuse,Shape_Leng,Shape_Area
5735,50587,"JRN 3556, 001",Main,3,The Temp: A New Kind of News Show,Class,Annenberg Hall,2,No,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,19,19,Neil D. Ortiz (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5752,27222,"JRN 3901, 001",Main,3,Honors: Comics Journalism,Class,Annenberg Hall,304,No,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,20,20,Laurence Stains (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5746,50279,"JRN 3805, 001",Main,2,Demo Reel Development,Class,Annenberg Hall,2,No,No,No,Thursday,No,No,No,06:00�PM,08:00�PM,Evening,12,19,Neil D. Ortiz (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5214,22280,"MSP 3771, 002",Main,4,Podcast and Radio Production,Class,Annenberg Hall,4,Monday,No,No,No,No,No,No,08:00�AM,09:50�AM,Morning,12,15,Joseph A. Baglia (Primary) Gianni Brown,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
3083,41465,"MSP 3711, 001",Main,4,Lighting For Media,Class,Annenberg Hall,202,No,No,No,No,No,No,No,08:00�AM,11:50�AM,Morning,10,12,Phil Houser (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
404,24850,"FMA 0969, 001",Main,3,Honors Imaginary Cities,Class,Annenberg Hall,14,No,Tuesday,Wednesday,Thursday,No,No,No,08:00�AM,09:20�AM,Morning,20,22,Nicole E. Cook (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5251,30327,"MSP 4696, 001",Main,3,Communication in Media Organizations,Class,Annenberg Hall,4,No,Tuesday,Wednesday,Thursday,No,No,No,08:00�AM,09:20�AM,Morning,17,22,Ali Castellini (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5722,41687,"JRN 2501, 001",Main,3,Broadcast Newswriting,Class,Annenberg Hall,310,No,Tuesday,Wednesday,Thursday,No,No,No,08:00�AM,09:20�AM,Morning,16,19,Turaya Bryant Kamau (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5241,4986,"MSP 4596, 001",Main,4,TV News Production Practicum - Temple Update,Class,Annenberg Hall,110,No,Tuesday,Wednesday,Thursday,No,No,No,09:10�AM,10:50�AM,Morning,15,15,Peter Jaroff (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5758,4791,"JRN 4596, 001",Main,4,Broadcast Journalism Practicum,Practicum,Annenberg Hall,110,No,Tuesday,Wednesday,Thursday,No,No,No,09:10�AM,10:50�AM,Morning,4,4,Peter Jaroff (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
664,39477,"FMA 5473, 001",Main,4,Moving Camera Workshop,Class,Annenberg Hall,201,No,No,No,No,No,No,No,09:20�AM,01:10�PM,Morning,2,3,Michael Kuetemeyer (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
2376,12093,"FMA 3473, 002",Main,4,Moving Camera,Class,Annenberg Hall,201,No,No,No,No,No,No,No,09:20�AM,01:10�PM,Morning,10,10,Christian Strevy (Primary) Shervin Maniei,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
2377,12479,"FMA 3473, 003",Main,4,Moving Camera,Class,Annenberg Hall,201,No,No,No,No,No,No,No,09:20�AM,01:10�PM,Morning,10,10,Brandon Watz (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
662,45820,"FMA 5452, 001",Main,4,"Digital Animation, Compositing and Modeling",Class,Annenberg Hall,19,No,No,No,No,Friday,No,No,09:30�AM,12:50�PM,Morning,2,2,Ziggy Gamble (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
656,36163,"FMA 5242, 002",Main,4,Videography,Class,Annenberg Hall,201,No,No,No,Thursday,No,No,No,09:30�AM,12:50�PM,Morning,11,12,Michael Kuetemeyer (Primary) Shervin Maniei,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
667,26820,"FMA 5674, 001",Main,4,Media Arts Thry-Practice,Class,Annenberg Hall,202,No,No,No,Thursday,No,No,No,09:30�AM,01:20�PM,Morning,3,8,Sarah Drury (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
2375,26819,"FMA 3453, 001",Main,4,Interdisciplinary Media Studio,Class,Annenberg Hall,202,No,No,No,Thursday,No,No,No,09:30�AM,01:20�PM,Morning,5,10,Sarah Drury (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
661,40708,"FMA 5451, 001",Main,4,Animation Workshop,Class,Annenberg Hall,14,No,Tuesday,Wednesday,No,No,No,No,09:30�AM,12:50�PM,Morning,0,4,Jon Appel (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
2374,40707,"FMA 3451, 001",Main,4,Animation Workshop,Class,Annenberg Hall,14,No,Tuesday,Wednesday,No,No,No,No,09:30�AM,12:50�PM,Morning,11,11,Jon Appel (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
399,24867,"FMA 0869, 006",Main,3,Imaginary Cities,Class,Annenberg Hall,3,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,48,48,William M. Armstrong (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
450,49959,"PR 1496, 002",Main,3,News Writing and Media Relations,Class,Annenberg Hall,222,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,7,17,Lisa Simon (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
4433,40136,"MSP 8614, 001",Main,4,Creating a Media Business,Class,Annenberg Hall,4,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,30,30,Ali Castellini (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5243,30326,"MSP 4614, 001",Main,3,Creating a Media Business,Class,Annenberg Hall,4,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,30,30,Ali Castellini (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5719,44769,"JRN 2114, 002",Main,3,Journalism Innovation and Design,Class,Annenberg Hall,310,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,18,19,Jillian Bauer-Reese (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5730,4887,"JRN 3303, 001",Main,3,Magazine Design,Class,Annenberg Hall,2,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,19,19,Anne Bigler (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5741,4917,"JRN 3705, 001",Main,3,Gender and American Mass Media,Class,Annenberg Hall,304,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,19,19,Mitch Perkins (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
6426,35665,"ADV 2151, 002",Main,3,Introduction to Art Direction: Visual Communication,Class,Annenberg Hall,302,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,30,30,Kimberly Cassady (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
425,24126,"FMA 2241, 001",Main,4,Filmmaking,Laboratory,Annenberg Hall,14,No,No,No,Thursday,No,No,No,09:50�AM,11:30�AM,Morning,15,20,Neal Dhand (Primary) Spenser W. Spratlin,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
431,50160,"FMA 2341, 001",Main,4,Directing Fundamentals,Class,Annenberg Hall,129,No,No,No,Thursday,No,No,No,09:50�AM,01:20�PM,Morning,18,18,Mounia EL Akl (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
2366,11085,"FMA 3244, 002",Main,4,Lighting for Film and Video,Class,Annenberg Hall,201,No,Tuesday,Wednesday,No,No,No,No,09:50�AM,01:20�PM,Morning,20,20,Zach Reese (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
429,11110,"FMA 2242, 005",Main,4,Videography,Class,Annenberg Hall,14,Monday,No,No,No,No,No,No,09:50�AM,01:20�PM,Morning,24,24,George A. Miller (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
428,11084,"FMA 2242, 004",Main,4,Videography,Class,Annenberg Hall,14,No,No,No,No,No,No,No,09:50�AM,01:20�PM,Morning,20,20,Saba Ahmed (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
673,11096,"FMA 8551, 001",Main,4,Digital Post-Production,Class,Annenberg Hall,19,No,Tuesday,Wednesday,Thursday,No,No,No,09:50�AM,11:30�AM,Morning,1,3,Rachel S. Stewart (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
2378,11095,"FMA 3551, 003",Main,4,Advanced Editing,Class,Annenberg Hall,19,No,Tuesday,Wednesday,Thursday,No,No,No,09:50�AM,11:30�AM,Morning,12,12,Rachel S. Stewart (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
427,50310,"FMA 2241, 003",Main,4,Filmmaking,Laboratory,Annenberg Hall,14,No,No,No,No,Friday,No,No,10:00�AM,11:40�AM,Morning,13,20,Neal Dhand (Primary) Bobby Austin,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
2373,6444,"FMA 3361, 002",Main,3,Screen Performance,Class,Annenberg Hall,201,No,No,No,No,Friday,No,No,10:00�AM,12:50�PM,Morning,20,20,Monique A. Robinson (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5257,11800,"MSP 4787, 001",Main,3 TO 8,Television Production Workshop Practicum,Class,Annenberg Hall,110,No,No,No,No,Friday,No,No,10:00�AM,11:50�AM,Morning,11,12,George j. Cummings (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
7033,47146,"THTR 3278, 001",Main,3,Acting for the Camera,Class,Annenberg Hall,201,No,No,No,No,Friday,No,No,10:00�AM,12:50�PM,Morning,20,20,Monique A. Robinson (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
469,50314,"PR 3302, 006",Main,1.5 OR 3,Crisis Communication,Class,Annenberg Hall,4,Monday,No,No,No,Friday,No,No,10:00�AM,10:50�AM,Morning,9,25,Youngji Seo (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5711,24267,"JRN 1113, 001",Main,3,Audio/Visual Newsgathering,Lecture,Annenberg Hall,2,Monday,No,No,No,Friday,No,No,10:00�AM,10:50�AM,Morning,17,19,Denise James (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5725,4880,"JRN 3101, 002",Main,3,Journalism Law and Ethics,Class,Annenberg Hall,304,Monday,No,No,No,Friday,No,No,10:00�AM,10:50�AM,Morning,16,19,"Cherri  Gregg, Esq. (Primary)",22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5756,50298,"JRN 4196, 003",Main,4,Philadelphia Neighborhoods Capstone: News Beat,Class,Annenberg Hall,310,Monday,No,No,No,Friday,No,No,10:00�AM,10:50�AM,Morning,12,19,Saleem Ahmed (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
6427,44079,"ADV 2151, 003",Main,3,Introduction to Art Direction: Visual Communication,Class,Annenberg Hall,302,Monday,No,No,No,Friday,No,No,10:00�AM,10:50�AM,Morning,30,30,Tracy Agostarola (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
3065,5736,"MSP 2751, 001",Main,4,Audio for Media,Class,Annenberg Hall,3,Monday,No,No,No,No,No,No,10:00�AM,11:50�AM,Morning,15,15,Joseph J. Kraus (Primary) Joseph A. Baglia,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
3066,5737,"MSP 2751, 002",Main,4,Audio for Media,Class,Annenberg Hall,3,Monday,No,No,No,No,No,No,10:00�AM,11:50�AM,Morning,15,15,Joseph J. Kraus (Primary) Joseph A. Baglia,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
3067,5739,"MSP 2751, 003",Main,4,Audio for Media,Class,Annenberg Hall,3,Monday,No,No,No,No,No,No,10:00�AM,11:50�AM,Morning,15,15,Joseph J. Kraus (Primary) Joseph A. Baglia,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5231,10384,"MSP 4487, 001",Main,3,TUTV Practicum,Class,Annenberg Hall,201,Monday,No,No,No,No,No,No,10:00�AM,12:50�PM,Morning,13,13,Paul A. Gluck (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
660,42408,"FMA 5440, 001",Main,4,Topics in Production,Class,Annenberg Hall,19,No,No,No,No,No,No,No,10:00�AM,01:50�PM,Morning,7,7,Rea Tajiri (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
6572,27748,"THTR 3801, 001",Main,3,Playwriting,Class,Annenberg Hall,301,Monday,No,No,No,No,No,No,10:00�AM,11:20�AM,Morning,13,13,John Yearley (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
6589,50365,"THTR 4801, 001",Main,3,Advanced Playwriting,Class,Annenberg Hall,129,Monday,No,No,No,No,No,No,10:00�AM,11:20�AM,Morning,9,12,Jenny Stafford (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
797,51156,"KLN 1001, 002",Main,1,Klein First-Year Seminar,Class,Annenberg Hall,4,No,No,No,No,Friday,No,No,11:00�AM,11:50�AM,Morning,19,26,Bea Fernandez (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
1273,38463,"MMC 9005, 001",Main,1,Colloquium II,Class,Annenberg Hall,3,No,No,No,No,Friday,No,No,11:00�AM,11:50�AM,Morning,12,30,Fabienne Darling-Wolf (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
3059,5778,"MSP 2701, 002",Main,4,Intermediate Video Production,Laboratory,Annenberg Hall,202,No,No,No,No,Friday,No,No,11:00�AM,12:50�PM,Morning,12,12,Neal M. Slotkin  Matthew Fine (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
1205,47055,"ADV 2052, 001",Main,3,Introduction to Typography,Class,Annenberg Hall,302,Monday,No,No,No,Friday,No,No,11:00�AM,11:50�AM,Morning,6,30,Tracy Agostarola (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5712,10965,"JRN 1113, 002",Main,3,Audio/Visual Newsgathering,Lecture,Annenberg Hall,2,Monday,No,No,No,Friday,No,No,11:00�AM,11:50�AM,Morning,18,19,Denise James (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
6451,44045,"ADV 3171, 002",Main,3,Diamond Edge Communication,Class,Annenberg Hall,222,Monday,No,No,No,Friday,No,No,11:00�AM,11:50�AM,Morning,18,20,Stacey Harpster (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
796,45666,"KLN 1001, 001",Main,1,Klein First-Year Seminar,Class,Annenberg Hall,304,Monday,No,No,No,No,No,No,11:00�AM,11:50�AM,Morning,24,26,Dorothy Kuykendal (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5714,50277,"JRN 1196, 001",Main,3,Writing and Reporting,Class,Annenberg Hall,310,Monday,No,No,No,No,No,No,11:00�AM,12:50�PM,Morning,18,19,Linn Washington Jr. (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5727,50280,"JRN 3252, 001",Main,3,Editorial Writing,Class,Annenberg Hall,304,No,No,No,No,No,No,No,11:00�AM,01:50�PM,Morning,14,19,Larry Atkins (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
3084,22289,"MSP 3721, 001",Main,4,Media Performance,Class,Annenberg Hall,110,Monday,No,No,No,No,No,No,11:00�AM,12:50�PM,Morning,14,14,Amy Caples (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5218,19046,"MSP 4039, 002",Main,3,Senior Seminar,Class,Annenberg Hall,4,Monday,No,No,No,No,No,No,11:00�AM,12:20�PM,Morning,19,22,Peter Jaroff (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
619,47267,"THTR 0852, 001",Main,3,World Performances,Class,Annenberg Hall,3,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,20,30,Jacinta Yelland (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
3068,50092,"MSP 3153, 001",Main,3,Media Criticism,Class,Annenberg Hall,4,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,4,28,Larisa K. Mann (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5242,19545,"MSP 4597, 001",Main,4,Sports Production Practicum,Class,Annenberg Hall,110,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:50�PM,Morning,13,13,Matthew Fine (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5720,44771,"JRN 2114, 003",Main,3,Journalism Innovation and Design,Class,Annenberg Hall,310,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,19,19,Jillian Bauer-Reese (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5737,44801,"JRN 3605, 001",Main,3,Data Journalism,Class,Annenberg Hall,2,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,19,19,Aron Pilhofer (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5751,50275,"JRN 3900, 001",Main,3,Honors Special Topics in Journalism,Class,Annenberg Hall,304,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,21,21,George W. Miller (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5759,24858,"JRN 4597, 001",Main,4,Sports Production Practicum,Class,Annenberg Hall,110,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:50�PM,Morning,1,3,Matthew Fine (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
6448,11867,"ADV 3101, 009",Main,3,Creative Thinking for Advertising,Class,Annenberg Hall,302,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,33,35,Kimberly Cassady (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
6458,46930,"ADV 4064, 001",Main,3,Advertising Portfolio,Class,Annenberg Hall,222,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,15,15,Sheryl Kantrowitz (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
676,24839,"FMA 8771, 001",Main,3,Exhibition/Distribution,Class,Annenberg Hall,19,No,Tuesday,Wednesday,Thursday,No,No,No,11:40�AM,01:20�PM,Morning,0,4,James M. Shields (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5731,19433,"JRN 3401, 001",Main,4,Photography,Lecture,Annenberg Hall,304,Monday,No,No,No,Friday,No,No,12:00�PM,01:50�PM,Afternoon,14,15,Sarah Landwehr (Primary) Margo Reed  Solmaira Valerio,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5732,19434,"JRN 3401, 002",Main,4,Photography,Lecture,Annenberg Hall,304,Monday,No,No,No,Friday,No,No,12:00�PM,01:50�PM,Afternoon,14,15,Sarah Landwehr (Primary) Margo Reed  Solmaira Valerio,22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
460,46932,"PR 3096, 003",Main,3,Public Relations Writing,Class,Annenberg Hall,302,Monday,No,No,No,Friday,No,No,12:00�PM,12:50�PM,Afternoon,11,20,"Steve Ryan, MS, APR (Primary)",22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5713,10966,"JRN 1113, 003",Main,3,Audio/Visual Newsgathering,Lecture,Annenberg Hall,2,Monday,No,No,No,Friday,No,No,12:00�PM,12:50�PM,Afternoon,20,20,Saleem Ahmed (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5715,50278,"JRN 1196, 002",Main,3,Writing and Reporting,Class,Annenberg Hall,310,No,No,No,No,No,No,No,12:00�PM,01:50�PM,Afternoon,18,19,Linn Washington Jr. (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5252,7040,"MSP 4701, 001",Main,4,Producing and Directing,Class,Annenberg Hall,202,Monday,No,No,No,No,No,No,12:00�PM,01:50�PM,Afternoon,8,8,Stephanie Malson (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
5261,7077,"MSP 5701, 001",Main,4,Producing and Directing,Class,Annenberg Hall,202,Monday,No,No,No,No,No,No,12:00�PM,01:50�PM,Afternoon,4,4,Stephanie Malson (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
1276,5967,"MMC 9102, 001",Main,3,Researching Communication II,Class,Annenberg Hall,0001H,No,No,No,No,Friday,No,No,12:30�PM,03:00�PM,Afternoon,4,12,Andrea D. Wenzel (Primary),22813706,1003184,1810,2024-48 N 13TH ST,84.2,60,109,111209,PWD,7695.519531,545.2199827,Civic/Institution,745.1056849,23567.28528
